protein,gene,EN-181-11_T,EN-216-11_T,EN-430-11_T,EN-454-11_T,EN-711-16_T,EN-716-11_T,EN-797-18_T,EN-181-11_N,EN-216-11_N,EN-430-11_N,EN-454-11_N,EN-711-16_N,EN-716-11_N,EN-797-18_N
ETFA,ETFA,344400000,302130000,1413700000,49187000,1095600000,790190000,299200000,104650000,172630000,160830000,190780000,319160000,519790000,293460000
RB27A,RAB27A,7727600,12929000,4316700,5078400,39990000,18540000,32125000,6483300,3970000,6059300,3767500,11923000,14946000,2376400
HDAC1,HDAC1,29251000,7008900,NA,15733000,96361000,92557000,78791000,4857700,6741700,10058000,8492600,54888000,34081000,12059000
RTRAF,RTRAF,94902000,59663000,56186000,63238000,379920000,327550000,229910000,24864000,43060000,39008000,40263000,125550000,160040000,64288000
TNPO1,TNPO1,54837000,36239000,56511000,24825000,254740000,240340000,217760000,19360000,30599000,30993000,26166000,81822000,142730000,31882000
RL32,RPL32,31943000,2047400,2971600,71986000,243070000,216110000,839020000,45067000,96452000,81116000,66390000,135070000,54775000,99108000
RBM12,RBM12,7444700,6173500,2913700,4430600,32800000,29353000,26572000,4756700,2186200,1690400,2233500,21276000,7266100,4886400
DOCK2,DOCK2,11126000,17036000,15055000,5794300,27045000,13278000,20286000,5125600,4928000,3759600,2992300,3745900,7854000,11094000
UBP14,USP14,133870000,134940000,97921000,120670000,291210000,294470000,242670000,29544000,39466000,84334000,34934000,140820000,127660000,85069000
DFFA,DFFA,30129000,43077000,21583000,9326600,78130000,83364000,75430000,7983800,8379800,13865000,14296000,41780000,34244000,19920000
CRYAB,CRYAB,66418000,26529000,54985000,43814000,58252000,107670000,173870000,55343000,52197000,74837000,43120000,286210000,402060000,376250000
NDKB,NME2,2608700000,819620000,300340000,869730000,1356200000,1184900000,2112300000,346690000,461240000,287870000,421760000,877420000,836690000,581850000
SAMH1,SAMHD1,198530000,266240000,168210000,58324000,692390000,741050000,152620000,69217000,80365000,54112000,60791000,306950000,232240000,135390000
PSB1,PSMB1,333510000,264620000,582130000,161140000,688940000,515030000,290700000,92591000,179520000,117290000,107580000,367910000,188880000,116400000
SMD1,SNRPD1,198550000,182780000,12667000,122720000,225000000,352080000,302540000,112260000,54782000,78762000,47274000,140850000,98111000,44368000
XRP2,RP2,1344100,7588700,844710,4541700,42698000,32604000,24303000,2361100,5732800,6383900,5621500,10825000,7076600,9032800
GSK3A,GSK3A,21237000,5262000,19477000,9464100,48037000,38535000,58658000,3711300,7379800,9127300,1007800,25519000,14009000,19484000
NFKB1,NFKB1,6724700,94282000,5981300,6036200,72572000,59167000,83173000,1270300,10695000,11372000,6884800,38061000,46303000,21122000
ABHEB,ABHD14B,80155000,88247000,19126000,56585000,883260000,257520000,96924000,27648000,42291000,62414000,42739000,158210000,173250000,107410000
PHB2,PHB2,400440000,421500000,937180000,304560000,1039600000,1095400000,713000000,148100000,208400000,225200000,194410000,504370000,498710000,258040000
AIMP1,AIMP1,56588000,36834000,65098000,61598000,433080000,297610000,252800000,21924000,38152000,30449000,41498000,158960000,157240000,51052000
DLDH,DLD,132050000,238880000,180720000,200110000,1475000000,825010000,307230000,86936000,134210000,118660000,112560000,373560000,353680000,214140000
SKI8,SKIC8,33852000,48833000,113240000,17317000,119360000,82321000,46647000,14652000,24872000,24307000,26010000,62501000,25141000,14050000
PPM1B,PPM1B,478550,7943600,13395000,515430,45917000,34919000,10530000,3399600,792920,499010,411500,13590000,13079000,6434100
PCID2,PCID2,5089000,2085300,2122900,3851200,52313000,43787000,29668000,1440800,1632300,749790,1640300,18172000,23558000,10499000
ILKAP,ILKAP,6385600,2768400,25744000,13505000,40177000,21114000,38625000,4714100,6757000,5497300,6412000,18390000,15015000,4812100
GBP7,GBP7,204250,316860,1778300,NA,6764500,6614900,10225000,486660,4177800,10238000,6062800,19388000,17717000,4301000
CAZA2,CAPZA2,156080000,192720000,148970000,141470000,1372900000,734110000,536360000,94392000,129960000,156360000,73363000,366940000,337110000,206970000
PNPO,PNPO,15036000,26152000,25447000,21934000,172840000,194600000,80855000,11618000,15255000,8051800,12448000,83230000,67536000,25508000
MFGM,MFGE8,8515000,3870800,8686700,204750,11143000,25498000,52288000,2890200,3876100,8712200,4259800,5952700,9430500,8962000
ASPC1,ASPSCR1,11404000,17115000,32310000,11794000,52592000,38921000,46394000,1575200,3911200,4699600,7896400,19130000,37694000,12818000
SAHH,AHCY,446020000,240610000,407420000,228850000,1806500000,963800000,956690000,121850000,186780000,143170000,154770000,537170000,803270000,157330000
SPT5H,SUPT5H,2907800,829640,8556300,1823600,2340400,5774600,6880200,79841,283780,1931100,940330,2654700,NA,703670
IPP2,PPP1R2,354570,246570,2193500,4690300,38776000,49974000,50230000,1323200,2473000,4983400,3356300,24133000,13224000,11610000
MCCA,MCCC1,24713000,19945000,62352000,34437000,99067000,105560000,40074000,11796000,18614000,19652000,20190000,31165000,54280000,5649500
PUR6,PAICS,155500000,121620000,380840000,82535000,285070000,139980000,252610000,72947000,83117000,58814000,109680000,62318000,167390000,38359000
STT3B,STT3B,31356000,60349000,53875000,14632000,146100000,133400000,158710000,33471000,33340000,30774000,31859000,56487000,43098000,21102000
RAB23,RAB23,4278700,15363000,13294000,14923000,55893000,48786000,64061000,4766500,5722000,8471100,3649500,31394000,18064000,18529000
EHD4,EHD4,43902000,33702000,21364000,17989000,143540000,127360000,188390000,18173000,28844000,25142000,19670000,96909000,18737000,33578000
UBC12,UBE2M,26071000,20577000,28715000,15042000,63893000,58813000,87780000,10854000,11294000,14541000,12924000,34812000,24870000,16800000
DNJC7,DNAJC7,91366000,846680,8953700,6272900,34173000,32329000,83414000,3324300,5931300,6484400,6445500,42883000,29271000,13593000
VASP,VASP,47220000,106430000,52685000,35492000,312450000,295630000,316890000,29948000,31020000,27391000,25580000,158760000,133690000,83712000
RM13,MRPL13,14268000,16656000,10609000,21367000,73219000,58937000,32097000,11323000,13559000,30221000,10558000,9842600,12175000,7748600
SLIRP,SLIRP,106290000,53174000,59096000,112820000,221160000,94580000,290370000,32767000,35025000,33114000,41186000,98856000,43402000,31368000
STAM1,STAM,6931100,11921000,67189000,6164200,55674000,58235000,92322000,10170000,4634600,10518000,8107900,50885000,22518000,18666000
OSBL8,OSBPL8,9034500,11218000,47970000,25721000,18011000,15261000,39282000,3958800,7019300,11736000,9529200,9901700,19025000,8846600
